QGC WPL 110
0	0	3	22	0.00000000	0.00000000	0.00000000	Nan	-35.36326100	149.16523000	10.000000	1
1	0	3	16	0.00000000	0.00000000	0.00000000	Nan	-35.36290880	149.16430860	3.000000	1
2	0	3	16	0.00000000	0.00000000	0.00000000	Nan	-35.36278850	149.16496170	5.000000	1
3	0	3	16	0.00000000	0.00000000	0.00000000	Nan	-35.36310350	149.16446950	7.000000	1
4	0	3	16	0.00000000	0.00000000	0.00000000	Nan	-35.36340320	149.16492280	3.000000	1
5	0	3	16	0.00000000	0.00000000	0.00000000	Nan	-35.36286180	149.16526480	9.000000	1
6	0	3	16	0.00000000	0.00000000	0.00000000	Nan	-35.36336820	149.16552900	11.000000	1
7	0	3	16	0.00000000	0.00000000	0.00000000	Nan	-35.36293070	149.16603060	11.000000	1
8	0	3	16	0.00000000	0.00000000	0.00000000	Nan	-35.36272400	149.16537340	11.000000	1
9	0	3	16	0.00000000	0.00000000	0.00000000	Nan	-35.36251730	149.16600640	11.000000	1
10	0	3	16	0.00000000	0.00000000	0.00000000	Nan	-35.36214110	149.16566580	11.000000	1
11	0	3	16	0.00000000	0.00000000	0.00000000	Nan	-35.36260590	149.16525680	11.000000	1
12	0	3	16	0.00000000	0.00000000	0.00000000	Nan	-35.36206890	149.16523130	11.000000	1
13	0	3	16	0.00000000	0.00000000	0.00000000	Nan	-35.36213450	149.16475120	11.000000	1
14	0	3	16	0.00000000	0.00000000	0.00000000	Nan	-35.36262450	149.16509580	11.000000	1
15	0	3	16	0.00000000	0.00000000	0.00000000	Nan	-35.36230730	149.16443740	11.000000	1
16	0	3	21	0.00000000	0.00000000	0.00000000	Nan	-35.36270320	149.16429790	0.000000	1
