QGC WPL 110
0	1	0	16	0	0	0	0	40.072842	-105.230575	0.000000	1
1	0	3	22	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	10.000000	1
2	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	40.07460700	-105.23200750	20.000000	1
3	0	3	203	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
4	0	3	16	1.00000000	0.00000000	0.00000000	0.00000000	40.07251400	-105.23154400	20.000000	1
5	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	40.07251400	-105.23154400	6.000000	1
6	0	3	178	1.00000000	6.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
7	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	40.07254400	-105.23135400	6.000000	1
8	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	40.07260900	-105.23128500	5.000000	1
9	0	3	21	0.00000000	0.00000000	0.00000000	0.00000000	40.07284500	-105.23057600	0.000000	1
